timestamp,user_id,task,event,input
2021-05-26 22:58:03.876802,2,1,mouseClick,1
2021-05-26 22:58:04.424677,2,1,mouseClick,+
2021-05-26 22:58:04.915958,2,1,mouseClick,2
2021-05-26 22:58:05.368133,2,1,mouseClick,+
2021-05-26 22:58:05.672350,2,1,mouseClick,3
2021-05-26 22:58:05.989490,2,1,mouseClick,+
2021-05-26 22:58:06.437828,2,1,mouseClick,4
2021-05-26 22:58:06.970004,2,1,mouseClick,+
2021-05-26 22:58:07.336481,2,1,mouseClick,5
2021-05-26 22:58:07.722568,2,1,mouseClick,+
2021-05-26 22:58:08.044858,2,1,mouseClick,6
2021-05-26 22:58:08.450784,2,1,mouseClick,+
2021-05-26 22:58:09.040623,2,1,mouseClick,7
2021-05-26 22:58:09.421640,2,1,mouseClick,+
2021-05-26 22:58:10.022892,2,1,mouseClick,8
2021-05-26 22:58:10.556665,2,1,mouseClick,+
2021-05-26 22:58:10.962664,2,1,mouseClick,9
2021-05-26 22:58:11.425866,2,1,mouseClick,+
2021-05-26 22:58:11.859029,2,1,mouseClick,1
2021-05-26 22:58:12.118117,2,1,mouseClick,0
2021-05-26 22:58:12.705966,2,1,mouseClick,+
2021-05-26 22:58:13.051773,2,1,mouseClick,1
2021-05-26 22:58:13.274703,2,1,mouseClick,1
2021-05-26 22:58:13.822208,2,1,mouseClick,+
2021-05-26 22:58:14.382746,2,1,mouseClick,1
2021-05-26 22:58:14.616021,2,1,mouseClick,2
2021-05-26 22:58:15.012798,2,1,mouseClick,+
2021-05-26 22:58:15.415626,2,1,mouseClick,1
2021-05-26 22:58:15.824547,2,1,mouseClick,3
2021-05-26 22:58:16.091199,2,1,mouseClick,+
2021-05-26 22:58:16.571043,2,1,mouseClick,1
2021-05-26 22:58:16.788311,2,1,mouseClick,4
2021-05-26 22:58:17.309503,2,1,mouseClick,+
2021-05-26 22:58:17.666841,2,1,mouseClick,1
2021-05-26 22:58:17.933991,2,1,mouseClick,5
2021-05-26 22:58:18.318347,2,1,mouseClick,+
2021-05-26 22:58:18.690281,2,1,mouseClick,1
2021-05-26 22:58:19.095460,2,1,mouseClick,6
2021-05-26 22:58:19.431792,2,1,mouseClick,+
2021-05-26 22:58:19.821558,2,1,mouseClick,1
2021-05-26 22:58:20.202989,2,1,mouseClick,7
2021-05-26 22:58:20.937972,2,1,mouseClick,+
2021-05-26 22:58:21.341360,2,1,mouseClick,1
2021-05-26 22:58:21.808992,2,1,mouseClick,8
2021-05-26 22:58:22.616184,2,1,mouseClick,+
2021-05-26 22:58:23.002029,2,1,mouseClick,1
2021-05-26 22:58:23.481427,2,1,mouseClick,9
2021-05-26 22:58:23.887588,2,1,mouseClick,+
2021-05-26 22:58:24.244979,2,1,mouseClick,2
2021-05-26 22:58:24.488899,2,1,mouseClick,0
2021-05-26 22:58:24.947884,2,1,mouseClick,=
