timestamp,user_id,task,event,input
2021-05-26 22:59:17.451520,2,3,mouseClick,3
2021-05-26 22:59:17.920455,2,3,mouseClick,*
2021-05-26 22:59:18.997648,2,3,mouseClick,3
2021-05-26 22:59:20.057000,2,3,mouseClick,+
2021-05-26 22:59:20.825704,2,3,mouseClick,4
2021-05-26 22:59:21.517684,2,3,mouseClick,*
2021-05-26 22:59:22.059228,2,3,mouseClick,4
2021-05-26 22:59:22.692476,2,3,mouseClick,=
2021-05-26 22:59:23.458087,2,3,mouseClick,*
2021-05-26 22:59:24.091921,2,3,mouseClick,1
2021-05-26 22:59:24.424113,2,3,mouseClick,5
2021-05-26 22:59:25.295523,2,3,mouseClick,.
2021-05-26 22:59:25.567182,2,3,mouseClick,2
2021-05-26 22:59:25.946401,2,3,mouseClick,=
