timestamp,user_id,task,event,input
2021-05-26 22:57:06.620011,1,4,keyPress,3
2021-05-26 22:57:06.667193,1,4,keyRelease,3
2021-05-26 22:57:06.771555,1,4,keyPress,
2021-05-26 22:57:06.947090,1,4,keyPress,*
2021-05-26 22:57:07.056845,1,4,keyRelease,
2021-05-26 22:57:07.091333,1,4,keyRelease,+
2021-05-26 22:57:07.187450,1,4,keyPress,3
2021-05-26 22:57:07.277670,1,4,keyRelease,3
2021-05-26 22:57:09.251106,1,4,keyPress,+
2021-05-26 22:57:09.375178,1,4,keyRelease,+
2021-05-26 22:57:09.995196,1,4,keyPress,4
2021-05-26 22:57:10.095174,1,4,keyRelease,4
2021-05-26 22:57:10.225874,1,4,keyPress,
2021-05-26 22:57:10.450780,1,4,keyPress,*
2021-05-26 22:57:10.621904,1,4,keyRelease,*
2021-05-26 22:57:10.637581,1,4,keyRelease,
2021-05-26 22:57:10.802360,1,4,keyPress,4
2021-05-26 22:57:10.886872,1,4,keyRelease,4
2021-05-26 22:57:11.498150,1,4,keyPress,=
2021-05-26 22:57:11.628135,1,4,keyRelease,
2021-05-26 22:57:12.284256,1,4,keyPress,
2021-05-26 22:57:12.490387,1,4,keyPress,/
2021-05-26 22:57:12.584303,1,4,keyRelease,/
2021-05-26 22:57:12.656853,1,4,keyRelease,
2021-05-26 22:57:13.786411,1,4,keyPress,delete
2021-05-26 22:57:13.900462,1,4,keyRelease,
2021-05-26 22:57:14.042314,1,4,keyPress,
2021-05-26 22:57:14.202782,1,4,keyPress,*
2021-05-26 22:57:14.315389,1,4,keyRelease,*
2021-05-26 22:57:14.332960,1,4,keyRelease,
2021-05-26 22:57:14.610416,1,4,keyPress,1
2021-05-26 22:57:14.694873,1,4,keyRelease,1
2021-05-26 22:57:14.851179,1,4,keyPress,5
2021-05-26 22:57:14.947793,1,4,keyRelease,5
2021-05-26 22:57:15.058435,1,4,keyPress,.
2021-05-26 22:57:15.175787,1,4,keyRelease,.
2021-05-26 22:57:15.674315,1,4,keyPress,2
2021-05-26 22:57:15.787530,1,4,keyRelease,2
2021-05-26 22:57:15.859314,1,4,keyPress,=
2021-05-26 22:57:15.981034,1,4,keyRelease,
