timestamp,user_id,task,event,input
2021-05-26 22:58:35.274496,2,2,keyPress,1
2021-05-26 22:58:35.383094,2,2,keyPress,+
2021-05-26 22:58:35.399568,2,2,keyRelease,1
2021-05-26 22:58:35.501518,2,2,keyRelease,+
2021-05-26 22:58:35.507788,2,2,keyPress,2
2021-05-26 22:58:35.602713,2,2,keyRelease,2
2021-05-26 22:58:35.630465,2,2,keyPress,+
2021-05-26 22:58:35.776809,2,2,keyRelease,+
2021-05-26 22:58:35.786621,2,2,keyPress,3
2021-05-26 22:58:35.898622,2,2,keyRelease,3
2021-05-26 22:58:35.984413,2,2,keyPress,+
2021-05-26 22:58:36.090452,2,2,keyPress,4
2021-05-26 22:58:36.131393,2,2,keyRelease,+
2021-05-26 22:58:36.204744,2,2,keyRelease,4
2021-05-26 22:58:36.329876,2,2,keyPress,+
2021-05-26 22:58:36.473641,2,2,keyPress,5
2021-05-26 22:58:36.484731,2,2,keyRelease,+
2021-05-26 22:58:36.572326,2,2,keyRelease,5
2021-05-26 22:58:36.714745,2,2,keyPress,+
2021-05-26 22:58:36.829537,2,2,keyRelease,+
2021-05-26 22:58:36.841760,2,2,keyPress,6
2021-05-26 22:58:36.987683,2,2,keyRelease,6
2021-05-26 22:58:37.085571,2,2,keyPress,+
2021-05-26 22:58:37.235868,2,2,keyRelease,+
2021-05-26 22:58:37.258020,2,2,keyPress,7
2021-05-26 22:58:37.356572,2,2,keyRelease,7
2021-05-26 22:58:37.423773,2,2,keyPress,+
2021-05-26 22:58:37.595277,2,2,keyRelease,+
2021-05-26 22:58:37.603383,2,2,keyPress,8
2021-05-26 22:58:37.711077,2,2,keyRelease,8
2021-05-26 22:58:38.042855,2,2,keyPress,+
2021-05-26 22:58:38.219329,2,2,keyRelease,+
2021-05-26 22:58:38.347253,2,2,keyPress,9
2021-05-26 22:58:38.442563,2,2,keyRelease,9
2021-05-26 22:58:38.985575,2,2,keyPress,+
2021-05-26 22:58:39.148001,2,2,keyRelease,+
2021-05-26 22:58:39.182963,2,2,keyPress,1
2021-05-26 22:58:39.316426,2,2,keyRelease,1
2021-05-26 22:58:39.525708,2,2,keyPress,0
2021-05-26 22:58:39.630981,2,2,keyRelease,0
2021-05-26 22:58:39.762246,2,2,keyPress,+
2021-05-26 22:58:39.908238,2,2,keyRelease,+
2021-05-26 22:58:39.957064,2,2,keyPress,1
2021-05-26 22:58:40.050997,2,2,keyRelease,1
2021-05-26 22:58:40.146944,2,2,keyPress,1
2021-05-26 22:58:40.247277,2,2,keyRelease,1
2021-05-26 22:58:40.354850,2,2,keyPress,+
2021-05-26 22:58:40.515161,2,2,keyRelease,+
2021-05-26 22:58:40.529858,2,2,keyPress,1
2021-05-26 22:58:40.678184,2,2,keyPress,2
2021-05-26 22:58:40.697877,2,2,keyRelease,1
2021-05-26 22:58:40.755910,2,2,keyRelease,2
2021-05-26 22:58:40.850031,2,2,keyPress,+
2021-05-26 22:58:40.994774,2,2,keyPress,1
2021-05-26 22:58:41.024965,2,2,keyRelease,+
2021-05-26 22:58:41.156210,2,2,keyRelease,1
2021-05-26 22:58:41.170956,2,2,keyPress,3
2021-05-26 22:58:41.255843,2,2,keyRelease,3
2021-05-26 22:58:41.378466,2,2,keyPress,+
2021-05-26 22:58:41.490426,2,2,keyPress,1
2021-05-26 22:58:41.531312,2,2,keyRelease,+
2021-05-26 22:58:41.618499,2,2,keyPress,4
2021-05-26 22:58:41.646167,2,2,keyRelease,1
2021-05-26 22:58:41.715083,2,2,keyRelease,4
2021-05-26 22:58:41.825749,2,2,keyPress,+
2021-05-26 22:58:41.906700,2,2,keyPress,1
2021-05-26 22:58:41.967116,2,2,keyRelease,+
2021-05-26 22:58:42.037744,2,2,keyPress,5
2021-05-26 22:58:42.085979,2,2,keyRelease,1
2021-05-26 22:58:42.137604,2,2,keyRelease,5
2021-05-26 22:58:42.370312,2,2,keyPress,+
2021-05-26 22:58:42.515065,2,2,keyPress,1
2021-05-26 22:58:42.524275,2,2,keyRelease,+
2021-05-26 22:58:42.630593,2,2,keyPress,6
2021-05-26 22:58:42.668748,2,2,keyRelease,1
2021-05-26 22:58:42.716952,2,2,keyRelease,6
2021-05-26 22:58:43.010326,2,2,keyPress,+
2021-05-26 22:58:43.120263,2,2,keyPress,1
2021-05-26 22:58:43.202815,2,2,keyRelease,+
2021-05-26 22:58:43.302322,2,2,keyRelease,1
2021-05-26 22:58:43.538865,2,2,keyPress,7
2021-05-26 22:58:43.662963,2,2,keyRelease,7
2021-05-26 22:58:44.010440,2,2,keyPress,+
2021-05-26 22:58:44.169665,2,2,keyPress,1
2021-05-26 22:58:44.211702,2,2,keyRelease,+
2021-05-26 22:58:44.269287,2,2,keyRelease,1
2021-05-26 22:58:44.364113,2,2,keyPress,8
2021-05-26 22:58:44.474721,2,2,keyRelease,8
2021-05-26 22:58:44.665290,2,2,keyPress,1
2021-05-26 22:58:44.756116,2,2,keyRelease,1
2021-05-26 22:58:44.780603,2,2,keyPress,+
2021-05-26 22:58:44.924026,2,2,keyRelease,+
2021-05-26 22:58:45.033919,2,2,keyPress,9
2021-05-26 22:58:45.148220,2,2,keyRelease,9
2021-05-26 22:58:45.633796,2,2,keyPress,+
2021-05-26 22:58:45.785007,2,2,keyRelease,+
2021-05-26 22:58:46.434557,2,2,keyPress,2
2021-05-26 22:58:46.536699,2,2,keyRelease,2
2021-05-26 22:58:46.549814,2,2,keyPress,0
2021-05-26 22:58:46.675963,2,2,keyRelease,0
2021-05-26 22:58:47.028419,2,2,keyPress,=
2021-05-26 22:58:47.124696,2,2,keyRelease,
